meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
21st Caribbean Islands Swimming Championships 2016,22.77,02/07/2016,Men 50 Freestyle LCM Male,JAM,Jamaica,"PLASCHKA, Justin",M,12/08/1996,,,1,1,774,Nassau,BAH
Olympic Games Beijing 2008,22.83,14/08/2008,Men 50 Freestyle LCM Male,JAM,Jamaica,"ATKINSON, Jevon",M,03/04/1984,,,2,2,834,Beijing,CHN
US Nats Time Trials 2015,22.90,06/08/2015,Men 50 Freestyle LCM Male,JAM,Jamaica,"PLASCHKA, Justin",M,12/08/1996,,,3,3,761,San Antonio,USA
17th FINA World Championships 2017,22.93,28/07/2017,Men 50 Freestyle LCM Male,JAM,Jamaica,"PLASCHKA, Justin",M,12/08/1996,,,4,4,758,Budapest,HUN
Puerto Rico International Swimming Open,23.41,27/04/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,5,5,712,San Juan,PUR
20th Commonwealth Games 2014,23.55,28/07/2014,Men 50 Freestyle LCM Male,JAM,Jamaica,"ATKINSON, Jevon",M,03/04/1984,,,6,6,699,Glasgow,GBR
Olympic Games Athens 2004,23.61,19/08/2004,Men 50 Freestyle LCM Male,JAM,Jamaica,"ATKINSON, Jevon",M,03/04/1984,,,7,7,,Athens,GRE
Puerto Rico International Swimming Open,23.65,27/04/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,8,8,691,San Juan,PUR
Neville Alexander Memorial Swim Meet 2019,23.81,05/05/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,9,9,677,Kingston,JAM
13th FINA World Championships 2009,23.87,31/07/2009,Men 50 Freestyle LCM Male,JAM,Jamaica,"HAMILTON, Brad",M,20/11/1989,,,10,10,,Rome,ITA
32nd CCCAN Swimming Championships 2019,23.94,02/07/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,11,11,666,Bridgetown,BAR
32nd CCCAN Swimming Championships 2019,23.97,02/07/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,12,12,663,Bridgetown,BAR
16th FINA World Championships 2015,24.15,07/08/2015,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,13,13,649,Kazan,RUS
Jamaican Junior National Championships (50m),24.17,23/02/2020,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,14,14,647,Kingston,JAM
XXIII Juegos CAC-Barranquilla,24.28,25/07/2018,Men 50 Freestyle LCM Male,JAM,Jamaica,"GUNNING, Michael James",M,29/04/1994,,,15,15,638,Barranquilla,COL
ASATT Invitational Swimming Championships,24.32,14/12/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,16,16,635,Balmain,TTO
34th CARIFTA Swimming Championships 2019,24.32,23/04/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,16,17,635,Bridgetown,BAR
Walter Rogers Age Group Swimming National Championships 2019,24.32,24/02/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,16,18,635,Kingston,JAM
7th FINA World Junior Swimming Championships 2019,24.33,22/08/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,19,19,634,Budapest,HUN
32nd CCCAN Swimming Championships 2019,24.38,02/07/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,20,20,630,Bridgetown,BAR
32nd CCCAN Swimming Championships 2019,24.39,02/07/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,21,21,630,Bridgetown,BAR
Youth Olympic Games Nanjing 2014,24.40,19/08/2014,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,22,22,629,Nanjing,CHN
13th FINA World Championships 2009,24.40,31/07/2009,Men 50 Freestyle LCM Male,JAM,Jamaica,"WONG, Jonathan",M,18/01/1989,,,22,23,,Rome,ITA
UANA Qualifier For Tokyo hosted by Azura and Montverde Swimming 2021,24.41,01/05/2021,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,24,24,628,Orlando,USA
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,24.42,31/01/2020,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,25,25,627,Kingston,JAM
32nd CCCAN Swimming Championships 2019,24.45,02/07/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,26,26,625,Bridgetown,BAR
32nd CCCAN Swimming Championships 2019,24.52,02/07/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,27,27,620,Bridgetown,BAR
18th Commonwealth Games 2006,24.57,20/03/2006,Men 50 Freestyle LCM Male,JAM,Jamaica,"HAMILTON, Brad",M,20/11/1989,,,28,28,,Melbourne,AUS
Jamaican Junior National Championships (50m),24.64,22/02/2020,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,29,29,611,Kingston,JAM
7th FINA World Junior Swimming Championships 2019,24.67,22/08/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,30,30,608,Budapest,HUN
11th FINA World Championships 2005,24.67,29/07/2005,Men 50 Freestyle LCM Male,JAM,Jamaica,"HAMILTON, Brad",M,20/11/1989,,,30,31,,Montreal,CAN
17th Commonwealth Games 2002,24.67,02/08/2002,Men 50 Freestyle LCM Male,JAM,Jamaica,"JAMES, Ramon",M,17/06/1982,,,30,32,,Manchester,GBR
4th FINA World Junior Swimming Championships 2013,24.71,28/08/2013,Men 50 Freestyle LCM Male,JAM,Jamaica,"WILLIAMS, Sidrell",M,07/05/1996,,,33,33,605,Dubai,UAE
34th CARIFTA Swimming Championships 2019,24.77,23/04/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,34,34,601,Bridgetown,BAR
20th Commonwealth Games 2014,24.79,26/07/2014,Men 50 Freestyle LCM Male,JAM,Jamaica,"ATKINSON, Jevon",M,03/04/1984,,,35,35,600,Glasgow,GBR
13th FINA World Championships 2009,24.79,29/07/2009,Men 50 Freestyle LCM Male,JAM,Jamaica,"HAMILTON, Brad",M,20/11/1989,,,35,36,,Rome,ITA
Neville Alexander Memorial Swim Meet 2019,24.80,05/05/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,37,37,599,Kingston,JAM
34th CARIFTA Swimming Championships 2019,24.87,23/04/2019,Men 50 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,38,38,594,Bridgetown,BAR
