meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
XXIII Juegos CAC-Barranquilla,55.78,25/07/2018,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,1,1,803,Barranquilla,COL
21st Caribbean Islands Swimming Championships 2016,56.15,30/06/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,2,2,791,Nassau,BAH
Bahamas National Championships (50m),56.28,24/06/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,3,3,786,Nassau,BAH
Bahamas National Championships (50m),56.38,23/06/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,4,4,781,Nassau,BAH
Bahamas National Championships (50m),56.45,24/06/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,5,5,778,Nassau,BAH
Validus Bermuda National Champ,56.98,20/05/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,6,6,757,Hamilton,BAH
Bahamas National Championships (50m),57.03,23/06/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,7,7,755,Nassau,BAH
US National Championships (50m),57.06,07/08/2015,Men 100 Backstroke LCM Male,JAM,Jamaica,"PLASCHKA, Justin",M,12/08/1996,,,8,8,754,San Antonio,USA
Olympic Games Rio 2016,57.20,07/08/2016,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,9,9,748,Rio de Janeiro,BRA
16th FINA World Championships 2015,57.47,03/08/2015,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,10,10,738,Kazan,RUS
17th Pan American Games 2015,57.47,17/07/2015,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,10,11,738,Toronto,CAN
17th Pan American Games 2015,57.86,17/07/2015,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,12,12,723,Toronto,CAN
5th FINA World Junior Swimming Championships 2015,58.36,25/08/2015,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,13,13,704,Singapore,SGP
20th Commonwealth Games 2014,58.97,24/07/2014,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,14,14,683,Glasgow,GBR
4th FINA World Junior Swimming Championships 2013,59.00,27/08/2013,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,15,15,682,Dubai,UAE
Youth Olympic Games Nanjing 2014,59.21,17/08/2014,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,16,16,675,Nanjing,CHN
17th Commonwealth Games 2002,01:00.29,02/08/2002,Men 100 Backstroke LCM Male,JAM,Jamaica,"JAMES, Ramon",M,17/06/1982,,,17,17,,Manchester,GBR
ISCA International Senior Cup 2021,01:00.42,25/03/2021,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,18,18,631,St. Petersburg,USA
20th Commonwealth Games 2014,01:00.74,28/07/2014,Men 100 Backstroke LCM Male,JAM,Jamaica,"WYNTER, Timothy",M,16/01/1996,,,19,19,625,Glasgow,GBR
Mission Viejo Swim Meet of Champions,01:00.83,23/06/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,20,20,619,Mission Viejo,USA
Mission Viejo Swim Meet of Champions,01:00.84,23/06/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,21,21,618,Mission Viejo,USA
5th FINA World Junior Swimming Championships 2015,01:00.91,30/08/2015,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,22,22,620,Singapore,SGP
Atlanta Classic 2021,01:00.98,16/05/2021,Men 100 Backstroke LCM Male,JAM,Jamaica,"DOLS, Keanan",M,24/07/1998,,,23,23,614,Atlanta,USA
17th Commonwealth Games 2002,01:01.08,02/08/2002,Men 100 Backstroke LCM Male,JAM,Jamaica,"JAMES, Ramon",M,17/06/1982,,,24,24,,Manchester,GBR
7th FINA World Junior Swimming Championships 2019,01:01.43,20/08/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,25,25,601,Budapest,HUN
34th CARIFTA Swimming Championships 2019,01:01.84,21/04/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,26,26,589,Bridgetown,BAR
32nd CCCAN Swimming Championships 2019,01:01.94,30/06/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,27,27,586,Bridgetown,BAR
7th FINA World Junior Swimming Championships 2019,01:02.00,20/08/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,28,28,584,Budapest,HUN
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:02.08,01/02/2020,Men 100 Backstroke LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,29,29,582,Kingston,JAM
Jamaican Junior National Championships (50m),01:02.19,22/02/2020,Men 100 Backstroke LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,30,30,579,Kingston,JAM
ASATT Invitational Swimming Championships,01:02.21,14/12/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,31,31,578,Balmain,TTO
7th FINA World Junior Swimming Championships 2019,01:02.25,25/08/2019,Men 100 Backstroke LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,32,32,577,Budapest,HUN
