meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
16th FINA World Championships 2015,30.11,09/08/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,1,1,938,Kazan,RUS
20th Commonwealth Games 2014,30.17,24/07/2014,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,2,2,932,Glasgow,GBR
XXIII Juegos CAC-Barranquilla,30.19,25/07/2018,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,3,3,923,Barranquilla,COL
FINA/airweave Swimming World Cup 2015,30.26,07/11/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,4,4,924,Dubai,UAE
16th FINA World Championships 2015,30.27,08/08/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,5,5,923,Kazan,RUS
FINA Swimming World Cup 2019,30.31,17/08/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,6,6,912,Singapore,SGP
FINA Swimming World Cup 2019,30.32,04/08/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,7,7,911,Tokyo,JPN
18th FINA World Championships 2019,30.34,28/07/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,8,8,909,Gwangju,KOR
FINA/airweave Swimming World Cup 2015,30.34,07/11/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,8,9,917,Dubai,UAE
FINA Swimming World Cup 2019,30.35,04/08/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,10,10,909,Tokyo,JPN
FINA Champions Swim Series 2020,30.44,18/01/2020,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,11,11,900,Beijing,CHN
20th Commonwealth Games 2014,30.49,24/07/2014,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,12,12,903,Glasgow,GBR
18th FINA World Championships 2019,30.53,27/07/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,13,13,893,Gwangju,KOR
21st Commonwealth Games 2018,30.53,05/04/2018,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,13,14,893,Gold Coast,AUS
2017 FG Senior Championships,30.54,28/07/2017,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,15,15,899,Coral Springs,USA
Arena Pro Swim Series Charlotte 2015,30.54,17/05/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,15,16,899,Charlotte,USA
FINA/airweave Swimming World Cup 2015,30.55,06/11/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,17,17,898,Dubai,UAE
FINA/airweave Swimming World Cup 2015,30.55,03/11/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,17,18,898,Doha,QAT
TYR Pro Swim Series,30.58,13/04/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,19,19,888,Richmond,USA
18th FINA World Championships 2019,30.61,27/07/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,20,20,886,Gwangju,KOR
FINA Champions Swim Series 2020,30.63,14/01/2020,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,21,21,884,Shenzen,CHN
FINA/airweave Swimming World Cup 2015,30.65,30/09/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,22,22,889,Beijing,CHN
20th Commonwealth Games 2014,30.67,25/07/2014,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,23,23,888,Glasgow,GBR
TYR Pro Swim Series Clovis,30.69,15/06/2019,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,24,24,879,Clovis,USA
Arena Pro Swim Series Charlotte 2015,30.72,17/05/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,25,25,883,Charlotte,USA
FINA/airweave Swimming World Cup 2015,30.74,04/10/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,26,26,882,Singapore,SGP
21st Commonwealth Games 2018,30.76,06/04/2018,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,27,27,873,Gold Coast,AUS
FINA/airweave Swimming World Cup 2015,30.76,26/09/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,27,28,880,Hong Kong,HKG
Charlotte PSS 2016,30.77,15/05/2016,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,29,29,879,Charlotte,USA
16th FINA World Championships 2015,30.78,08/08/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,30,30,878,Kazan,RUS
FINA/airweave Swimming World Cup 2015,30.79,29/10/2015,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,31,31,877,Tokyo,JPN
20th Commonwealth Games 2014,30.81,28/07/2014,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,32,32,876,Glasgow,GBR
XXIII Juegos CAC-Barranquilla,30.85,25/07/2018,Women 50 Breaststroke LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,33,33,865,Barranquilla,COL
